machine_id,timestamp,kwh,kw_demand,power_factor
Thermoformer_2,2026-06-20 03:00:00,0.0264,0.11,0.29
Packaging_Robot_2,2026-06-20 03:00:00,0.0243,0.1,0.205
Labeling_Machine_2,2026-06-20 03:00:00,0.0279,0.11,0.332
Palletizer_2,2026-06-20 03:00:00,0.0204,0.08,0.274
Solar_PV_System,2026-06-20 03:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-20 03:15:00,1.9404,7.76,0.594
CNC_Lathe_1,2026-06-20 03:15:00,0.0232,0.09,0.259
Robotic_Welder_1,2026-06-20 03:15:00,1.7697,7.08,0.578
Pick_Place_1,2026-06-20 03:15:00,0.0243,0.1,0.397
Assembly_Conveyor_1,2026-06-20 03:15:00,0.0248,0.1,0.233
Injection_Molder_2,2026-06-20 03:15:00,0.0184,0.07,0.269
Thermoformer_2,2026-06-20 03:15:00,0.0214,0.09,0.327
Packaging_Robot_2,2026-06-20 03:15:00,0.0296,0.12,0.291
Labeling_Machine_2,2026-06-20 03:15:00,0.0338,0.14,0.29
Palletizer_2,2026-06-20 03:15:00,0.0329,0.13,0.246
Solar_PV_System,2026-06-20 03:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-20 03:30:00,1.8066,7.23,0.654
CNC_Lathe_1,2026-06-20 03:30:00,0.0268,0.11,0.287
Robotic_Welder_1,2026-06-20 03:30:00,1.6027,6.41,0.57
Pick_Place_1,2026-06-20 03:30:00,0.0236,0.09,0.29
Assembly_Conveyor_1,2026-06-20 03:30:00,0.0167,0.07,0.313
Injection_Molder_2,2026-06-20 03:30:00,0.027,0.11,0.244
Thermoformer_2,2026-06-20 03:30:00,0.0192,0.08,0.211
Packaging_Robot_2,2026-06-20 03:30:00,0.0164,0.07,0.23
Labeling_Machine_2,2026-06-20 03:30:00,0.0118,0.05,0.237
Palletizer_2,2026-06-20 03:30:00,0.0271,0.11,0.33
Solar_PV_System,2026-06-20 03:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-20 03:45:00,1.9606,7.84,0.522
CNC_Lathe_1,2026-06-20 03:45:00,0.0168,0.07,0.241
Robotic_Welder_1,2026-06-20 03:45:00,1.8814,7.53,0.533
Pick_Place_1,2026-06-20 03:45:00,0.023,0.09,0.314
Assembly_Conveyor_1,2026-06-20 03:45:00,0.0239,0.1,0.344
Injection_Molder_2,2026-06-20 03:45:00,0.0263,0.11,0.223
Thermoformer_2,2026-06-20 03:45:00,0.0217,0.09,0.277
Packaging_Robot_2,2026-06-20 03:45:00,0.0302,0.12,0.226
Labeling_Machine_2,2026-06-20 03:45:00,0.0185,0.07,0.27
Palletizer_2,2026-06-20 03:45:00,0.0244,0.1,0.311
Solar_PV_System,2026-06-20 03:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-20 04:00:00,2.0247,8.1,0.673
CNC_Lathe_1,2026-06-20 04:00:00,0.0251,0.1,0.326
Robotic_Welder_1,2026-06-20 04:00:00,1.4422,5.77,0.494
Pick_Place_1,2026-06-20 04:00:00,0.0289,0.12,0.365
Assembly_Conveyor_1,2026-06-20 04:00:00,0.0192,0.08,0.29
Injection_Molder_2,2026-06-20 04:00:00,0.0242,0.1,0.34
Thermoformer_2,2026-06-20 04:00:00,0.0288,0.12,0.341
Packaging_Robot_2,2026-06-20 04:00:00,0.0266,0.11,0.238
Labeling_Machine_2,2026-06-20 04:00:00,0.026,0.1,0.224
Palletizer_2,2026-06-20 04:00:00,0.0271,0.11,0.341
Solar_PV_System,2026-06-20 04:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-20 04:15:00,1.9896,7.96,0.583
CNC_Lathe_1,2026-06-20 04:15:00,0.0122,0.05,0.309
Robotic_Welder_1,2026-06-20 04:15:00,1.854,7.42,0.436
Pick_Place_1,2026-06-20 04:15:00,0.0269,0.11,0.238
Assembly_Conveyor_1,2026-06-20 04:15:00,0.0285,0.11,0.322
Injection_Molder_2,2026-06-20 04:15:00,0.0203,0.08,0.272
Thermoformer_2,2026-06-20 04:15:00,0.0195,0.08,0.269
Packaging_Robot_2,2026-06-20 04:15:00,0.0243,0.1,0.365
Labeling_Machine_2,2026-06-20 04:15:00,0.0358,0.14,0.221
Palletizer_2,2026-06-20 04:15:00,0.0205,0.08,0.37
Solar_PV_System,2026-06-20 04:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-20 04:30:00,2.2594,9.04,0.459
CNC_Lathe_1,2026-06-20 04:30:00,0.0193,0.08,0.328
Robotic_Welder_1,2026-06-20 04:30:00,1.7999,7.2,0.425
Pick_Place_1,2026-06-20 04:30:00,0.027,0.11,0.249
Assembly_Conveyor_1,2026-06-20 04:30:00,0.0149,0.06,0.414
Injection_Molder_2,2026-06-20 04:30:00,0.0334,0.13,0.291
Thermoformer_2,2026-06-20 04:30:00,0.0223,0.09,0.254
Packaging_Robot_2,2026-06-20 04:30:00,0.0213,0.09,0.257
Labeling_Machine_2,2026-06-20 04:30:00,0.015,0.06,0.303
Palletizer_2,2026-06-20 04:30:00,0.0189,0.08,0.244
Solar_PV_System,2026-06-20 04:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-20 04:45:00,2.1379,8.55,0.605
CNC_Lathe_1,2026-06-20 04:45:00,0.0242,0.1,0.299
Robotic_Welder_1,2026-06-20 04:45:00,1.4954,5.98,0.529
Pick_Place_1,2026-06-20 04:45:00,0.0236,0.09,0.278
Assembly_Conveyor_1,2026-06-20 04:45:00,0.0214,0.09,0.339
Injection_Molder_2,2026-06-20 04:45:00,0.0195,0.08,0.28
Thermoformer_2,2026-06-20 04:45:00,0.0245,0.1,0.326
Packaging_Robot_2,2026-06-20 04:45:00,0.0378,0.15,0.29
Labeling_Machine_2,2026-06-20 04:45:00,0.0234,0.09,0.347
Palletizer_2,2026-06-20 04:45:00,0.0195,0.08,0.232
Solar_PV_System,2026-06-20 04:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-20 05:00:00,2.0031,8.01,0.609
CNC_Lathe_1,2026-06-20 05:00:00,0.023,0.09,0.315
Robotic_Welder_1,2026-06-20 05:00:00,1.8018,7.21,0.574
Pick_Place_1,2026-06-20 05:00:00,0.0127,0.05,0.299
Assembly_Conveyor_1,2026-06-20 05:00:00,0.0245,0.1,0.19
Injection_Molder_2,2026-06-20 05:00:00,0.0273,0.11,0.327
Thermoformer_2,2026-06-20 05:00:00,0.0232,0.09,0.222
Packaging_Robot_2,2026-06-20 05:00:00,0.0144,0.06,0.336
Labeling_Machine_2,2026-06-20 05:00:00,0.0213,0.09,0.343
Palletizer_2,2026-06-20 05:00:00,0.0245,0.1,0.278
Solar_PV_System,2026-06-20 05:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-20 05:15:00,2.0478,8.19,0.648
CNC_Lathe_1,2026-06-20 05:15:00,0.0245,0.1,0.326
Robotic_Welder_1,2026-06-20 05:15:00,1.838,7.35,0.586
Pick_Place_1,2026-06-20 05:15:00,0.0246,0.1,0.278
Assembly_Conveyor_1,2026-06-20 05:15:00,0.0327,0.13,0.356
Injection_Molder_2,2026-06-20 05:15:00,0.0352,0.14,0.28
Thermoformer_2,2026-06-20 05:15:00,0.0251,0.1,0.256
Packaging_Robot_2,2026-06-20 05:15:00,0.0343,0.14,0.382
Labeling_Machine_2,2026-06-20 05:15:00,0.0211,0.08,0.304
Palletizer_2,2026-06-20 05:15:00,0.0323,0.13,0.351
Solar_PV_System,2026-06-20 05:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-20 05:30:00,1.9087,7.63,0.545
CNC_Lathe_1,2026-06-20 05:30:00,0.0275,0.11,0.303
Robotic_Welder_1,2026-06-20 05:30:00,1.6533,6.61,0.583
Pick_Place_1,2026-06-20 05:30:00,0.0273,0.11,0.264
Assembly_Conveyor_1,2026-06-20 05:30:00,0.0239,0.1,0.306
Injection_Molder_2,2026-06-20 05:30:00,0.0274,0.11,0.252
Thermoformer_2,2026-06-20 05:30:00,0.0231,0.09,0.233
Packaging_Robot_2,2026-06-20 05:30:00,0.0273,0.11,0.364
Labeling_Machine_2,2026-06-20 05:30:00,0.0277,0.11,0.352
Palletizer_2,2026-06-20 05:30:00,0.0266,0.11,0.337
Solar_PV_System,2026-06-20 05:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-20 05:45:00,1.9911,7.96,0.585
CNC_Lathe_1,2026-06-20 05:45:00,0.0262,0.1,0.267
Robotic_Welder_1,2026-06-20 05:45:00,1.7486,6.99,0.502
Pick_Place_1,2026-06-20 05:45:00,0.029,0.12,0.34
Assembly_Conveyor_1,2026-06-20 05:45:00,0.0258,0.1,0.343
Injection_Molder_2,2026-06-20 05:45:00,0.0173,0.07,0.31
Thermoformer_2,2026-06-20 05:45:00,0.0291,0.12,0.315
Packaging_Robot_2,2026-06-20 05:45:00,0.0269,0.11,0.268
Labeling_Machine_2,2026-06-20 05:45:00,0.0199,0.08,0.279
Palletizer_2,2026-06-20 05:45:00,0.0217,0.09,0.362
Solar_PV_System,2026-06-20 05:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-20 06:00:00,2.1365,8.55,0.546
CNC_Lathe_1,2026-06-20 06:00:00,0.0246,0.1,0.313
Robotic_Welder_1,2026-06-20 06:00:00,1.5557,6.22,0.521
Pick_Place_1,2026-06-20 06:00:00,0.0234,0.09,0.328
Assembly_Conveyor_1,2026-06-20 06:00:00,0.031,0.12,0.269
Injection_Molder_2,2026-06-20 06:00:00,0.0217,0.09,0.382
Thermoformer_2,2026-06-20 06:00:00,0.0175,0.07,0.261
Packaging_Robot_2,2026-06-20 06:00:00,0.0224,0.09,0.318
Labeling_Machine_2,2026-06-20 06:00:00,0.0254,0.1,0.317
Palletizer_2,2026-06-20 06:00:00,0.0354,0.14,0.319
Solar_PV_System,2026-06-20 06:00:00,2.135,8.54,0.99
CNC_Mill_1,2026-06-20 06:15:00,2.1044,8.42,0.613
CNC_Lathe_1,2026-06-20 06:15:00,0.0247,0.1,0.231
Robotic_Welder_1,2026-06-20 06:15:00,1.8938,7.58,0.593
Pick_Place_1,2026-06-20 06:15:00,0.0206,0.08,0.252
Assembly_Conveyor_1,2026-06-20 06:15:00,0.0128,0.05,0.172
Injection_Molder_2,2026-06-20 06:15:00,0.043,0.17,0.401
Thermoformer_2,2026-06-20 06:15:00,0.0228,0.09,0.307
Packaging_Robot_2,2026-06-20 06:15:00,0.025,0.1,0.305
Labeling_Machine_2,2026-06-20 06:15:00,0.0236,0.09,0.232
Palletizer_2,2026-06-20 06:15:00,0.0306,0.12,0.256
Solar_PV_System,2026-06-20 06:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-20 06:30:00,2.0422,8.17,0.617
CNC_Lathe_1,2026-06-20 06:30:00,0.0302,0.12,0.357
Robotic_Welder_1,2026-06-20 06:30:00,1.8351,7.34,0.566
Pick_Place_1,2026-06-20 06:30:00,0.0113,0.05,0.334
Assembly_Conveyor_1,2026-06-20 06:30:00,0.036,0.14,0.318
Injection_Molder_2,2026-06-20 06:30:00,0.0254,0.1,0.356
Thermoformer_2,2026-06-20 06:30:00,0.0223,0.09,0.214
Packaging_Robot_2,2026-06-20 06:30:00,0.0214,0.09,0.232
Labeling_Machine_2,2026-06-20 06:30:00,0.0213,0.09,0.304
Palletizer_2,2026-06-20 06:30:00,0.0246,0.1,0.388
Solar_PV_System,2026-06-20 06:30:00,1.2801,5.12,0.99
CNC_Mill_1,2026-06-20 06:45:00,1.994,7.98,0.554
CNC_Lathe_1,2026-06-20 06:45:00,0.0193,0.08,0.387
Robotic_Welder_1,2026-06-20 06:45:00,1.6238,6.5,0.587
Pick_Place_1,2026-06-20 06:45:00,0.0333,0.13,0.284
Assembly_Conveyor_1,2026-06-20 06:45:00,0.018,0.07,0.306
Injection_Molder_2,2026-06-20 06:45:00,0.0232,0.09,0.325
Thermoformer_2,2026-06-20 06:45:00,0.0251,0.1,0.294
Packaging_Robot_2,2026-06-20 06:45:00,0.0257,0.1,0.29
Labeling_Machine_2,2026-06-20 06:45:00,0.0225,0.09,0.284
Palletizer_2,2026-06-20 06:45:00,0.036,0.14,0.334
Solar_PV_System,2026-06-20 06:45:00,0.9433,3.77,0.99
CNC_Mill_1,2026-06-20 07:00:00,2.0889,8.36,0.571
CNC_Lathe_1,2026-06-20 07:00:00,0.0292,0.12,0.266
Robotic_Welder_1,2026-06-20 07:00:00,1.8191,7.28,0.495
Pick_Place_1,2026-06-20 07:00:00,0.0306,0.12,0.338
Assembly_Conveyor_1,2026-06-20 07:00:00,0.0175,0.07,0.281
Injection_Molder_2,2026-06-20 07:00:00,0.0222,0.09,0.237
Thermoformer_2,2026-06-20 07:00:00,0.022,0.09,0.184
Packaging_Robot_2,2026-06-20 07:00:00,0.0318,0.13,0.272
Labeling_Machine_2,2026-06-20 07:00:00,0.0278,0.11,0.34
Palletizer_2,2026-06-20 07:00:00,0.0232,0.09,0.329
Solar_PV_System,2026-06-20 07:00:00,7.5832,30.33,0.99
CNC_Mill_1,2026-06-20 07:15:00,1.8648,7.46,0.523
CNC_Lathe_1,2026-06-20 07:15:00,0.0263,0.11,0.304
Robotic_Welder_1,2026-06-20 07:15:00,1.7581,7.03,0.597
Pick_Place_1,2026-06-20 07:15:00,0.0221,0.09,0.338
Assembly_Conveyor_1,2026-06-20 07:15:00,0.0293,0.12,0.27
Injection_Molder_2,2026-06-20 07:15:00,0.0341,0.14,0.406
Thermoformer_2,2026-06-20 07:15:00,0.024,0.1,0.295
Packaging_Robot_2,2026-06-20 07:15:00,0.0146,0.06,0.332
Labeling_Machine_2,2026-06-20 07:15:00,0.0262,0.1,0.334
Palletizer_2,2026-06-20 07:15:00,0.0204,0.08,0.318
Solar_PV_System,2026-06-20 07:15:00,8.1899,32.76,0.99
CNC_Mill_1,2026-06-20 07:30:00,2.1399,8.56,0.562
CNC_Lathe_1,2026-06-20 07:30:00,0.028,0.11,0.188
Robotic_Welder_1,2026-06-20 07:30:00,1.705,6.82,0.601
Pick_Place_1,2026-06-20 07:30:00,0.0273,0.11,0.364
Assembly_Conveyor_1,2026-06-20 07:30:00,0.0263,0.11,0.297
Injection_Molder_2,2026-06-20 07:30:00,0.0256,0.1,0.351
Thermoformer_2,2026-06-20 07:30:00,0.0266,0.11,0.194
Packaging_Robot_2,2026-06-20 07:30:00,0.0329,0.13,0.329
Labeling_Machine_2,2026-06-20 07:30:00,0.0295,0.12,0.202
Palletizer_2,2026-06-20 07:30:00,0.0196,0.08,0.383
Solar_PV_System,2026-06-20 07:30:00,8.2277,32.91,0.99
CNC_Mill_1,2026-06-20 07:45:00,2.2444,8.98,0.607
CNC_Lathe_1,2026-06-20 07:45:00,0.0285,0.11,0.331
Robotic_Welder_1,2026-06-20 07:45:00,1.597,6.39,0.584
Pick_Place_1,2026-06-20 07:45:00,0.024,0.1,0.235
Assembly_Conveyor_1,2026-06-20 07:45:00,0.0222,0.09,0.307
Injection_Molder_2,2026-06-20 07:45:00,0.0105,0.04,0.239
Thermoformer_2,2026-06-20 07:45:00,0.0236,0.09,0.428
Packaging_Robot_2,2026-06-20 07:45:00,0.0272,0.11,0.324
Labeling_Machine_2,2026-06-20 07:45:00,0.0273,0.11,0.3
Palletizer_2,2026-06-20 07:45:00,0.0215,0.09,0.282
Solar_PV_System,2026-06-20 07:45:00,10.4345,41.74,0.99
CNC_Mill_1,2026-06-20 08:00:00,11.3631,45.45,0.844
CNC_Lathe_1,2026-06-20 08:00:00,0.0221,0.09,0.318
Robotic_Welder_1,2026-06-20 08:00:00,1.6924,6.77,0.526
Pick_Place_1,2026-06-20 08:00:00,0.0404,0.16,0.337
Assembly_Conveyor_1,2026-06-20 08:00:00,0.0286,0.11,0.284
Injection_Molder_2,2026-06-20 08:00:00,0.0279,0.11,0.295
Thermoformer_2,2026-06-20 08:00:00,0.0251,0.1,0.399
Packaging_Robot_2,2026-06-20 08:00:00,0.0246,0.1,0.365
Labeling_Machine_2,2026-06-20 08:00:00,0.0222,0.09,0.276
Palletizer_2,2026-06-20 08:00:00,0.0263,0.11,0.265
Solar_PV_System,2026-06-20 08:00:00,16.9087,67.63,0.99
CNC_Mill_1,2026-06-20 08:15:00,9.0977,36.39,0.833
CNC_Lathe_1,2026-06-20 08:15:00,0.0233,0.09,0.251
Robotic_Welder_1,2026-06-20 08:15:00,1.9579,7.83,0.549
Pick_Place_1,2026-06-20 08:15:00,0.0248,0.1,0.371
Assembly_Conveyor_1,2026-06-20 08:15:00,0.0227,0.09,0.362
Injection_Molder_2,2026-06-20 08:15:00,0.0178,0.07,0.311
Thermoformer_2,2026-06-20 08:15:00,0.0304,0.12,0.238
Packaging_Robot_2,2026-06-20 08:15:00,0.0235,0.09,0.256
Labeling_Machine_2,2026-06-20 08:15:00,0.036,0.14,0.29
Palletizer_2,2026-06-20 08:15:00,0.0269,0.11,0.283
Solar_PV_System,2026-06-20 08:15:00,17.5905,70.36,0.99
CNC_Mill_1,2026-06-20 08:30:00,10.8836,43.53,0.875
CNC_Lathe_1,2026-06-20 08:30:00,0.0298,0.12,0.246
Robotic_Welder_1,2026-06-20 08:30:00,1.4794,5.92,0.56
Pick_Place_1,2026-06-20 08:30:00,0.0218,0.09,0.268
Assembly_Conveyor_1,2026-06-20 08:30:00,0.0276,0.11,0.3
Injection_Molder_2,2026-06-20 08:30:00,0.0303,0.12,0.248
Thermoformer_2,2026-06-20 08:30:00,0.0168,0.07,0.249
Packaging_Robot_2,2026-06-20 08:30:00,0.0237,0.09,0.333
Labeling_Machine_2,2026-06-20 08:30:00,0.0221,0.09,0.275
Palletizer_2,2026-06-20 08:30:00,0.0387,0.15,0.3
Solar_PV_System,2026-06-20 08:30:00,17.1719,68.69,0.99
CNC_Mill_1,2026-06-20 08:45:00,9.6132,38.45,0.838
CNC_Lathe_1,2026-06-20 08:45:00,0.0222,0.09,0.299
Robotic_Welder_1,2026-06-20 08:45:00,1.7142,6.86,0.596
Pick_Place_1,2026-06-20 08:45:00,0.0228,0.09,0.303
Assembly_Conveyor_1,2026-06-20 08:45:00,0.0278,0.11,0.304
Injection_Molder_2,2026-06-20 08:45:00,0.0242,0.1,0.245
Thermoformer_2,2026-06-20 08:45:00,0.0254,0.1,0.324
Packaging_Robot_2,2026-06-20 08:45:00,0.0257,0.1,0.288
Labeling_Machine_2,2026-06-20 08:45:00,0.0176,0.07,0.31
Palletizer_2,2026-06-20 08:45:00,0.0289,0.12,0.334
Solar_PV_System,2026-06-20 08:45:00,20.9253,83.7,0.99
CNC_Mill_1,2026-06-20 09:00:00,9.8802,39.52,0.818
CNC_Lathe_1,2026-06-20 09:00:00,0.0199,0.08,0.27
Robotic_Welder_1,2026-06-20 09:00:00,1.7,6.8,0.612
Pick_Place_1,2026-06-20 09:00:00,0.0251,0.1,0.379
Assembly_Conveyor_1,2026-06-20 09:00:00,0.0265,0.11,0.371
Injection_Molder_2,2026-06-20 09:00:00,0.0232,0.09,0.374
Thermoformer_2,2026-06-20 09:00:00,0.0229,0.09,0.37
Packaging_Robot_2,2026-06-20 09:00:00,0.0201,0.08,0.304
Labeling_Machine_2,2026-06-20 09:00:00,0.023,0.09,0.271
Palletizer_2,2026-06-20 09:00:00,0.0217,0.09,0.325
Solar_PV_System,2026-06-20 09:00:00,27.2417,108.97,0.99
CNC_Mill_1,2026-06-20 09:15:00,9.9399,39.76,0.859
CNC_Lathe_1,2026-06-20 09:15:00,0.028,0.11,0.345
Robotic_Welder_1,2026-06-20 09:15:00,1.7281,6.91,0.561
Pick_Place_1,2026-06-20 09:15:00,0.0178,0.07,0.351
Assembly_Conveyor_1,2026-06-20 09:15:00,0.0308,0.12,0.244
Injection_Molder_2,2026-06-20 09:15:00,0.0279,0.11,0.215
Thermoformer_2,2026-06-20 09:15:00,0.0334,0.13,0.293
Packaging_Robot_2,2026-06-20 09:15:00,0.0244,0.1,0.372
Labeling_Machine_2,2026-06-20 09:15:00,0.0216,0.09,0.267
Palletizer_2,2026-06-20 09:15:00,0.0249,0.1,0.347
Solar_PV_System,2026-06-20 09:15:00,26.2039,104.82,0.99
CNC_Mill_1,2026-06-20 09:30:00,9.2416,36.97,0.832
CNC_Lathe_1,2026-06-20 09:30:00,0.0341,0.14,0.211
Robotic_Welder_1,2026-06-20 09:30:00,1.7188,6.88,0.594
Pick_Place_1,2026-06-20 09:30:00,0.0277,0.11,0.232
Assembly_Conveyor_1,2026-06-20 09:30:00,0.016,0.06,0.324
Injection_Molder_2,2026-06-20 09:30:00,0.0305,0.12,0.255
Thermoformer_2,2026-06-20 09:30:00,0.0167,0.07,0.269
Packaging_Robot_2,2026-06-20 09:30:00,0.0347,0.14,0.304
Labeling_Machine_2,2026-06-20 09:30:00,0.0223,0.09,0.327
Palletizer_2,2026-06-20 09:30:00,0.03,0.12,0.307
Solar_PV_System,2026-06-20 09:30:00,26.6443,106.58,0.99
CNC_Mill_1,2026-06-20 09:45:00,10.1157,40.46,0.826
CNC_Lathe_1,2026-06-20 09:45:00,0.0306,0.12,0.348
Robotic_Welder_1,2026-06-20 09:45:00,1.782,7.13,0.592
Pick_Place_1,2026-06-20 09:45:00,0.0278,0.11,0.328
Assembly_Conveyor_1,2026-06-20 09:45:00,0.028,0.11,0.319
Injection_Molder_2,2026-06-20 09:45:00,0.0294,0.12,0.365
Thermoformer_2,2026-06-20 09:45:00,0.0189,0.08,0.377
Packaging_Robot_2,2026-06-20 09:45:00,0.0282,0.11,0.208
Labeling_Machine_2,2026-06-20 09:45:00,0.0217,0.09,0.397
Palletizer_2,2026-06-20 09:45:00,0.0248,0.1,0.343
Solar_PV_System,2026-06-20 09:45:00,25.0982,100.39,0.99
CNC_Mill_1,2026-06-20 10:00:00,10.2696,41.08,0.827
CNC_Lathe_1,2026-06-20 10:00:00,0.0271,0.11,0.346
Robotic_Welder_1,2026-06-20 10:00:00,1.5998,6.4,0.518
Pick_Place_1,2026-06-20 10:00:00,0.0335,0.13,0.345
Assembly_Conveyor_1,2026-06-20 10:00:00,0.0271,0.11,0.254
Injection_Molder_2,2026-06-20 10:00:00,0.0292,0.12,0.232
Thermoformer_2,2026-06-20 10:00:00,0.0339,0.14,0.249
Packaging_Robot_2,2026-06-20 10:00:00,0.0237,0.09,0.32
Labeling_Machine_2,2026-06-20 10:00:00,0.0288,0.12,0.427
Palletizer_2,2026-06-20 10:00:00,0.0321,0.13,0.229
Solar_PV_System,2026-06-20 10:00:00,31.9098,127.64,0.99
CNC_Mill_1,2026-06-20 10:15:00,9.459,37.84,0.817
CNC_Lathe_1,2026-06-20 10:15:00,0.0203,0.08,0.321
Robotic_Welder_1,2026-06-20 10:15:00,1.6869,6.75,0.604
Pick_Place_1,2026-06-20 10:15:00,0.0262,0.1,0.29
Assembly_Conveyor_1,2026-06-20 10:15:00,0.0232,0.09,0.308
Injection_Molder_2,2026-06-20 10:15:00,0.0237,0.09,0.36
Thermoformer_2,2026-06-20 10:15:00,0.0163,0.07,0.376
Packaging_Robot_2,2026-06-20 10:15:00,0.0339,0.14,0.235
Labeling_Machine_2,2026-06-20 10:15:00,0.0157,0.06,0.344
Palletizer_2,2026-06-20 10:15:00,0.0168,0.07,0.284
Solar_PV_System,2026-06-20 10:15:00,31.1778,124.71,0.99
CNC_Mill_1,2026-06-20 10:30:00,11.0092,44.04,0.85
CNC_Lathe_1,2026-06-20 10:30:00,0.0217,0.09,0.343
Robotic_Welder_1,2026-06-20 10:30:00,1.7278,6.91,0.575
Pick_Place_1,2026-06-20 10:30:00,0.0177,0.07,0.272
Assembly_Conveyor_1,2026-06-20 10:30:00,0.0273,0.11,0.326
Injection_Molder_2,2026-06-20 10:30:00,0.02,0.08,0.362
Thermoformer_2,2026-06-20 10:30:00,0.0235,0.09,0.269
Packaging_Robot_2,2026-06-20 10:30:00,0.0312,0.12,0.397
Labeling_Machine_2,2026-06-20 10:30:00,0.0283,0.11,0.347
Palletizer_2,2026-06-20 10:30:00,0.021,0.08,0.307
Solar_PV_System,2026-06-20 10:30:00,32.7359,130.94,0.99
CNC_Mill_1,2026-06-20 10:45:00,9.0003,36.0,0.874
CNC_Lathe_1,2026-06-20 10:45:00,0.0307,0.12,0.266
Robotic_Welder_1,2026-06-20 10:45:00,1.5188,6.08,0.632
Pick_Place_1,2026-06-20 10:45:00,0.0305,0.12,0.305
Assembly_Conveyor_1,2026-06-20 10:45:00,0.0134,0.05,0.321
Injection_Molder_2,2026-06-20 10:45:00,0.0186,0.07,0.321
Thermoformer_2,2026-06-20 10:45:00,0.0223,0.09,0.29
Packaging_Robot_2,2026-06-20 10:45:00,0.0253,0.1,0.356
Labeling_Machine_2,2026-06-20 10:45:00,0.0228,0.09,0.204
Palletizer_2,2026-06-20 10:45:00,0.0219,0.09,0.335
Solar_PV_System,2026-06-20 10:45:00,35.1565,140.63,0.99
CNC_Mill_1,2026-06-20 11:00:00,9.5078,38.03,0.824
CNC_Lathe_1,2026-06-20 11:00:00,0.031,0.12,0.313
Robotic_Welder_1,2026-06-20 11:00:00,1.7672,7.07,0.561
Pick_Place_1,2026-06-20 11:00:00,0.0352,0.14,0.28
Assembly_Conveyor_1,2026-06-20 11:00:00,0.0239,0.1,0.333
Injection_Molder_2,2026-06-20 11:00:00,0.0188,0.08,0.307
Thermoformer_2,2026-06-20 11:00:00,0.0218,0.09,0.39
Packaging_Robot_2,2026-06-20 11:00:00,0.0156,0.06,0.374
Labeling_Machine_2,2026-06-20 11:00:00,0.0255,0.1,0.314
Palletizer_2,2026-06-20 11:00:00,0.0249,0.1,0.297
Solar_PV_System,2026-06-20 11:00:00,37.6364,150.55,0.99
CNC_Mill_1,2026-06-20 11:15:00,9.4013,37.61,0.884
CNC_Lathe_1,2026-06-20 11:15:00,0.0256,0.1,0.323
Robotic_Welder_1,2026-06-20 11:15:00,1.8532,7.41,0.587
Pick_Place_1,2026-06-20 11:15:00,0.0192,0.08,0.283
Assembly_Conveyor_1,2026-06-20 11:15:00,0.0247,0.1,0.23
Injection_Molder_2,2026-06-20 11:15:00,0.0261,0.1,0.3
Thermoformer_2,2026-06-20 11:15:00,0.0199,0.08,0.179
Packaging_Robot_2,2026-06-20 11:15:00,0.0195,0.08,0.228
Labeling_Machine_2,2026-06-20 11:15:00,0.0291,0.12,0.283
Palletizer_2,2026-06-20 11:15:00,0.0311,0.12,0.291
Solar_PV_System,2026-06-20 11:15:00,36.7788,147.12,0.99
CNC_Mill_1,2026-06-20 11:30:00,10.3538,41.42,0.851
CNC_Lathe_1,2026-06-20 11:30:00,0.0217,0.09,0.266
Robotic_Welder_1,2026-06-20 11:30:00,1.6471,6.59,0.566
Pick_Place_1,2026-06-20 11:30:00,0.0346,0.14,0.292
Assembly_Conveyor_1,2026-06-20 11:30:00,0.026,0.1,0.326
Injection_Molder_2,2026-06-20 11:30:00,0.0256,0.1,0.291
Thermoformer_2,2026-06-20 11:30:00,0.016,0.06,0.3
Packaging_Robot_2,2026-06-20 11:30:00,0.0281,0.11,0.249
Labeling_Machine_2,2026-06-20 11:30:00,0.0154,0.06,0.354
Palletizer_2,2026-06-20 11:30:00,0.0181,0.07,0.305
Solar_PV_System,2026-06-20 11:30:00,37.04,148.16,0.99
CNC_Mill_1,2026-06-20 11:45:00,9.0247,36.1,0.856
CNC_Lathe_1,2026-06-20 11:45:00,0.0198,0.08,0.34
Robotic_Welder_1,2026-06-20 11:45:00,1.9186,7.67,0.588
Pick_Place_1,2026-06-20 11:45:00,0.0223,0.09,0.36
Assembly_Conveyor_1,2026-06-20 11:45:00,0.0256,0.1,0.259
Injection_Molder_2,2026-06-20 11:45:00,0.0172,0.07,0.296
Thermoformer_2,2026-06-20 11:45:00,0.0339,0.14,0.221
Packaging_Robot_2,2026-06-20 11:45:00,0.0143,0.06,0.316
